"FindID","PrimaryMaterial","Denomination","Tribe","Easting","Northing"
"CCI-681988","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-681989","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-68199","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-681991","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-690548","Gold","Quarter stater (gold)","Durotriges",433800,103400
"CCI-690549","Gold","Quarter stater (gold)","Durotriges",433800,103400
"CCI-69055","Gold","Quarter stater (gold)","Durotriges",433800,103400
"CCI-690551","Gold","Quarter stater (gold)","Durotriges",433800,103400
"CCI-690552","Gold","Quarter stater (gold)","Durotriges",433800,103400
"CCI-690553","Gold","Quarter stater (gold)","Durotriges",429400,106800
"CCI-690561","Gold","Quarter stater (gold)","Durotriges",429400,106800
"CCI-690718","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-690719","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-69072","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-690721","Silver","Stater (silver)","Durotriges",343000,121000
"CCI-690722","Silver","Stater (silver)","Durotriges",365000,125000
"CCI-690724","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-690726","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-690728","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-690729","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-69073","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-690731","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-690732","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-690733","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-690734","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-690735","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-690737","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-690738","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-690741","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-690742","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-690743","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-690747","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-690749","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-69075","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-690751","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-690752","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-690753","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-690754","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-69076","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-690761","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-690762","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-690763","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-690764","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-690765","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-690766","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-690767","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-690768","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-690769","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-69077","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-690771","Copper alloy","Stater (copper alloy)","Durotriges",295000,111500
"CCI-700091","Copper alloy","Stater (copper alloy)","Durotriges",306500,318700
"CCI-700127","Silver","Unit (silver)","Durotriges",402500,152600
"CCI-710156","Silver","Stater (silver)","Durotriges",312800,135200
"CCI-710157","Copper alloy","Stater (copper alloy)","Durotriges",312800,135200
"CCI-710158","Silver","Stater (silver)","Durotriges",312800,135200
"CCI-710159","Silver","Stater (silver)","Durotriges",312800,135200
"CCI-71016","Silver","Stater (silver)","Durotriges",312800,135200
"CCI-710161","Silver","Stater (silver)","Durotriges",312800,135200
"CCI-710162","Copper alloy","Stater (copper alloy)","Durotriges",398000,139800
"CCI-710163","Silver","Stater (silver)","Durotriges",312800,135200
"CCI-710164","Silver","Stater (silver)","Durotriges",312800,135200
"CCI-710165","Copper alloy","Stater (copper alloy)","Durotriges",398000,139800
"CCI-710166","Silver","Stater (silver)","Durotriges",312800,135200
"CCI-710167","Silver","Stater (silver)","Durotriges",312800,135200
"CCI-710168","Copper alloy","Stater (copper alloy)","Durotriges",319000,101000
"CCI-710169","Silver","Stater (silver)","Durotriges",312800,135200
"CCI-720474","Gold","Stater (gold)","Durotriges",414000,172000
"CCI-720486","Gold","Stater (gold)","Durotriges",411700,175880
"CCI-720701","Copper alloy","Stater (copper alloy)","Durotriges",232000,192000
"CCI-720703","Silver","Quarter stater (silver)","Durotriges",346000,113000
"CCI-730611","Gold","Stater (gold)","Durotriges",381800,162300
"CCI-730612","Gold","Stater (gold)","Durotriges",381800,162300
"CCI-730613","Gold","Stater (gold)","Durotriges",360000,126000
"CCI-730614","Gold","Stater (gold)","Durotriges",376000,136000
"CCI-730615","Gold","Stater (gold)","Durotriges",381800,162300
"CCI-730616","Gold","Stater (gold)","Durotriges",381800,162300
"CCI-730617","Gold","Stater (gold)","Durotriges",381800,162300
"CCI-730621","Gold","Stater (gold)","Durotriges",374000,163000
"CCI-730622","Gold","Stater (gold)","Durotriges",381800,162300
"CCI-730623","Gold","Stater (gold)","Durotriges",381800,162300
"CCI-730624","Gold","Stater (gold)","Durotriges",381800,162300
"CCI-730625","Gold","Stater (gold)","Durotriges",381800,162300
"CCI-730626","Gold","Stater (gold)","Durotriges",381800,162300
"CCI-730627","Gold","Stater (gold)","Durotriges",381800,162300
"CCI-730628","Gold","Stater (gold)","Durotriges",381800,162300
"CCI-730629","Gold","Stater (gold)","Durotriges",381800,162300
"CCI-73063","Gold","Stater (gold)","Durotriges",381800,162300
"CCI-730631","Gold","Stater (gold)","Durotriges",381800,162300
"CCI-730632","Gold","Stater (gold)","Durotriges",381800,162300
"CCI-730633","Gold","Stater (gold)","Durotriges",381800,162300
"CCI-731021","Silver","Stater (silver)","Durotriges",333300,148700
"CCI-731022","Silver","Stater (silver)","Durotriges",333300,148700
"CCI-731027","Silver","Stater (silver)","Durotriges",365000,151000
"CCI-731029","Silver","Stater (silver)","Durotriges",347200,146200
"CCI-73103","Silver","Stater (silver)","Durotriges",347200,146200
"CCI-731031","Silver","Stater (silver)","Durotriges",347200,173200
"CCI-731064","Silver","Stater (silver)","Durotriges",353500,150300
"CCI-731065","Silver","Stater (silver)","Durotriges",356000,142000
"CCI-731068","Silver","Stater (silver)","Durotriges",316000,145000
"CCI-731073","Copper alloy","Stater (copper alloy)","Durotriges",348300,132100
"CCI-731074","Copper alloy","Stater (copper alloy)","Durotriges",349200,141000
"CCI-731077","Copper alloy","Stater (copper alloy)","Durotriges",346000,113000
"CCI-731098","Copper alloy","Stater (copper alloy)","Durotriges",396000,138000
"CCI-7311","Silver","Quarter stater (silver)","Durotriges",367000,125000
"CCI-731101","Silver","Quarter stater (silver)","Durotriges",349000,148000
"CCI-740388","Copper alloy","Stater (copper alloy)","Durotriges",319000,101000
"CCI-780122","Silver","Stater (silver)","Durotriges",318000,1e+05
"CCI-780123","Silver","Stater (silver)","Durotriges",333300,148700
"CCI-780124","Silver","Stater (silver)","Durotriges",318000,1e+05
"CCI-780125","Copper alloy","Stater (copper alloy)","Durotriges",436000,115000
"CCI-780128","Silver","Quarter stater (silver)","Durotriges",334600,148200
"CCI-780129","Silver","Unit (silver)","Durotriges",422400,112900
"CCI-790051","Gold","Stater (gold)","Durotriges",336000,119000
"CCI-790052","Gold","Stater (gold)","Durotriges",336000,119000
"CCI-790053","Gold","Stater (gold)","Durotriges",336000,119000
"CCI-790063","Gold","Quarter stater (gold)","Durotriges",415950,182520
"CCI-790109","Silver","Stater (silver)","Durotriges",346790,88380
"CCI-79011","Silver","Stater (silver)","Durotriges",346000,113000
"CCI-790112","Silver","Stater (silver)","Durotriges",348000,116000
"CCI-790113","Silver","Stater (silver)","Durotriges",348000,116000
"CCI-790114","Silver","Stater (silver)","Durotriges",348000,116000
"CCI-790115","Silver","Stater (silver)","Durotriges",348000,116000
"CCI-790119","Silver","Stater (silver)","Durotriges",348000,116000
"CCI-790122","Silver","Stater (silver)","Durotriges",346000,91000
"CCI-790123","Silver","Stater (silver)","Durotriges",346000,90000
"CCI-790124","Silver","Stater (silver)","Durotriges",346000,90000
"CCI-790125","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790126","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790127","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790128","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790129","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-79013","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790131","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790132","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790133","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790134","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790135","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790136","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790137","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790138","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790139","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-79014","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790141","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790142","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790143","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790144","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790145","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790146","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790147","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790148","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790149","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-79015","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790151","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790152","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790153","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790154","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790155","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790156","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790157","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790158","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790159","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-79016","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790161","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790162","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790163","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790164","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790165","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790166","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790167","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790168","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790169","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-79017","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790171","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790172","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790173","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790174","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790175","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790176","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790177","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790178","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790179","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-79018","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790181","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790182","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790183","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790208","Silver","Stater (silver)","Durotriges",346000,92000
"CCI-790209","Silver","Stater (silver)","Durotriges",346000,92000
"CCI-79021","Silver","Stater (silver)","Durotriges",346000,92000
"CCI-790211","Silver","Stater (silver)","Durotriges",346000,92000
"CCI-790212","Silver","Stater (silver)","Durotriges",346000,92000
"CCI-790213","Silver","Stater (silver)","Durotriges",346000,92000
"CCI-790214","Silver","Stater (silver)","Durotriges",346000,92000
"CCI-790215","Silver","Stater (silver)","Durotriges",348000,116000
"CCI-790217","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790218","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-790219","Silver","Stater (silver)","Durotriges",362600,104900
"CCI-79022","Silver","Stater (silver)","Durotriges",331300,183300
"CCI-790221","Silver","Stater (silver)","Durotriges",336000,154000
"CCI-790223","Copper alloy","Stater (copper alloy)","Durotriges",361000,128000
"CCI-790238","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790239","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-79024","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790241","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790242","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790243","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790244","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790245","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790246","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790247","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790248","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790249","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-79025","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790251","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790252","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790253","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790254","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790255","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790256","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790257","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790258","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790259","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-79026","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790261","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790262","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790263","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790264","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790265","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790266","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790267","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790268","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790269","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-79027","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790271","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790272","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790273","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790274","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790275","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790276","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790277","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790278","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790279","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-79028","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790281","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790282","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790283","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790284","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790285","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790286","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790287","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790288","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790289","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-79029","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790291","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790292","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790293","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790294","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790295","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790296","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790297","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790298","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790299","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-7903","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790301","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790302","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790303","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790304","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790305","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790306","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790307","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790308","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790309","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-79031","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790311","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790312","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790313","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790314","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790315","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790316","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790317","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790318","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790319","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-79032","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790321","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790322","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790323","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790324","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790325","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790326","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790327","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790328","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790329","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-79033","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790331","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790332","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790333","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790334","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790335","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790336","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790337","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790338","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790339","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-79034","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790341","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790342","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790343","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790344","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790345","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790346","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790347","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790348","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790349","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-79035","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790351","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790352","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790353","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790354","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790355","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790356","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790357","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790358","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790359","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-79036","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790361","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790362","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790363","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790364","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790365","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790366","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790367","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790368","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790369","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-79037","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790371","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790372","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790373","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790374","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790375","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790376","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790377","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790378","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790379","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-79038","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790381","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790382","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790383","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790384","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790385","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790386","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790387","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790388","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790389","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-79039","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790391","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790392","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790393","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790394","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790395","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790396","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790397","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790398","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790399","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-7904","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790401","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790402","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790403","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790404","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790405","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790406","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790407","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790408","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790409","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-79041","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790411","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790412","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790413","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790414","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790415","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790416","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790417","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790418","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790419","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-79042","Copper alloy","Stater (copper alloy)","Durotriges",362600,104900
"CCI-790421","Silver","Quarter stater (silver)","Durotriges",362600,104900
"CCI-790422","Silver","Quarter stater (silver)","Durotriges",362600,104900
"CCI-790423","Silver","Quarter stater (silver)","Durotriges",362600,104900
"CCI-790424","Silver","Quarter stater (silver)","Durotriges",362600,104900
"CCI-790425","Silver","Quarter stater (silver)","Durotriges",362600,104900
"CCI-790429","Silver","Quarter stater (silver)","Durotriges",335000,120000
"CCI-79043","Silver","Quarter stater (silver)","Durotriges",336310,120680
"CCI-790433","Silver","Quarter stater (silver)","Durotriges",346000,113000
