"FindID","PrimaryMaterial","Denomination","Tribe","Easting","Northing"
"CCI-790434","Silver","Quarter stater (silver)","Durotriges",364000,115000
"CCI-790435","Silver","Quarter stater (silver)","Durotriges",344000,127000
"CCI-790436","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790438","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790439","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-79044","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790441","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790442","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790444","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790445","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790446","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790447","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790448","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790449","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-79045","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790451","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790452","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790453","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790454","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790455","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790456","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790457","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790458","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790461","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790462","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790463","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790464","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790466","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790467","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790468","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790469","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-79047","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790471","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790472","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790473","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790474","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790475","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790476","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790477","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790481","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790484","Copper alloy","Unit (copper alloy)","Durotriges",361000,128000
"CCI-790485","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790486","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790487","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790488","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790489","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-79049","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790491","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790492","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790493","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790494","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790495","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790496","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790497","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790498","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790499","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-7905","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790501","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790502","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790503","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790504","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790505","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790506","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790507","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790508","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790509","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-79051","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790511","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790512","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790513","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790514","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790515","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790516","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790517","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790518","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790519","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-79052","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790521","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790522","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790523","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790524","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790525","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790526","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790527","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790528","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790529","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-79053","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790531","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790532","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790533","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790534","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790535","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790536","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790537","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790538","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790539","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-79054","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790541","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790542","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790543","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790544","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790545","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790546","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790547","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790548","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790549","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-79055","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790551","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790552","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790553","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790554","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790559","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-79056","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790561","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790562","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790563","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790564","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790565","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790566","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790567","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790568","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790569","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-79057","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790571","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790572","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790573","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790574","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790575","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790576","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790578","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790579","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-79058","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790581","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790582","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790583","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790584","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790585","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790586","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790587","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790588","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790589","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-79059","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790591","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790592","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790593","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790594","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790595","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790596","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790597","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790598","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790599","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-7906","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790601","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790602","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790603","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790604","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790605","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790606","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790607","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790608","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790609","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-79061","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790611","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790612","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790613","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790614","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790615","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790616","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790617","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790618","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790619","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790621","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790622","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790623","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790632","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790633","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790634","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790635","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790636","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790637","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-790638","Copper alloy","Unit (copper alloy)","Durotriges",362600,104900
"CCI-800029","Gold","Stater (gold)","Durotriges",406500,118500
"CCI-800037","Silver","Stater (silver)","Durotriges",342700,121800
"CCI-800038","Silver","Stater (silver)","Durotriges",342700,121800
"CCI-800041","Copper alloy","Stater (copper alloy)","Durotriges",370000,179000
"CCI-800042","Copper alloy","Stater (copper alloy)","Durotriges",342700,121800
"CCI-800043","Silver","Quarter stater (silver)","Durotriges",342700,121800
"CCI-810131","Silver","Stater (silver)","Durotriges",321000,138000
"CCI-810133","Silver","Stater (silver)","Durotriges",345500,164200
"CCI-810135","Copper alloy","Stater (copper alloy)","Durotriges",333000,149000
"CCI-810137","Silver","Quarter stater (silver)","Durotriges",334000,146000
"CCI-820349","Gold","Stater (gold)","Durotriges",381800,162300
"CCI-82035","Gold","Stater (gold)","Durotriges",381800,162300
"CCI-820351","Gold","Stater (gold)","Durotriges",381800,162300
"CCI-820352","Gold","Stater (gold)","Durotriges",381800,162300
"CCI-820604","Copper alloy","uncertain","Durotriges",334000,122000
"CCI-830291","Silver","Quarter stater (silver)","Durotriges",346000,113000
"CCI-830292","Gold","Quarter stater (gold)","Durotriges",346000,112000
"CCI-830298","Silver","Quarter stater (silver)","Durotriges",346000,113000
"CCI-830312","Silver","Quarter stater (silver)","Durotriges",346000,113000
"CCI-830313","Silver","Quarter stater (silver)","Durotriges",346000,113000
"CCI-830316","Silver","Quarter stater (silver)","Durotriges",346000,113000
"CCI-830326","Silver","Quarter stater (silver)","Durotriges",318000,167000
"CCI-830327","Silver","Stater (silver)","Durotriges",318000,167000
"CCI-830328","Silver","Stater (silver)","Durotriges",318000,167000
"CCI-830329","Silver","Stater (silver)","Durotriges",318000,167000
"CCI-83033","Silver","Stater (silver)","Durotriges",318000,167000
"CCI-830332","Silver","Stater (silver)","Durotriges",334000,122000
"CCI-840002","Silver","Quarter stater (silver)","Durotriges",316000,98000
"CCI-840003","Silver","Quarter stater (silver)","Durotriges",346000,113000
"CCI-840039","Silver","Quarter stater (silver)","Durotriges",346000,113000
"CCI-840057","Silver","Stater (silver)","Durotriges",346000,113000
"CCI-840059","Silver","Stater (silver)","Durotriges",346000,113000
